moment	social
I won a prize for best volunteer award at a volunteer award party.	no
I watched my daughter shake Mickey Mouse's hand	yes
I was early to work.	no
yesterday, i got a new mobile is my happiest moment.	no
I went for a movie with my friends.	yes
We bought a house that is perfect for our needs.	yes
Passing my yearly evaluations	no
I met my grandmother's new puppy for the first time.	yes
When I went out for a hike yesterday I saw an animal that is pretty rare for my region.	no
Last night, I got a free drink at work.	yes
I got a new bike seat cushion!	no
I started on a new client at work this week.	yes
I listened to one of my favorite bands today on the bus, and my favorite song came on.	no
I went to a fashion show fundraiser luncheon today with some friends.	yes
I WANT TO COLLEGE	no
My loved mutton fry ate at yesterday evening	no
I went to South Carolina for a vacation a couple of weeks ago.	no
My mom made one of my favorite meals yesterday and I was able to have leftovers for today also.	yes
I was feeling sick and made some good soup that was good for coping with being sick.	no
I went out to eat with my boyfriend and the pizza we ordered was delicious!	yes
I delivered a lab presentation and research summary and was praised for contributing good research to the team.	yes
Finding a dime while taking a walk to the store.	no
My husband, son and I went out to eat for Mother's day and we really enjoyed ourselves and I didn't have to cook for a change.	yes
After hearing of good and positive health news from a family member this afternoon, that certainly made me happy and thankful for such an outcome and acted as something for me to reflect on for awhile.	yes
Spending the weekend with my mom.	yes
I spent time with my daughter after getting home from work.	yes
I went for a trip with my wife.	yes
I bought a mortar and pestle.	no
An event that made me happy in the past 3 months is leaving my job for a different one because even though I took a smaller salary, I have time to experience life and see the people I care about as opposed to never being around and missing life as it went on.	yes
I cleaned my car and now when I drive around in a clean car I am happy.	no
I WENT TO SHOPPING	no
I hit a production goal at work.	no
I received a rebate from a retailer and a coupon worth 20% on any new purchase.	no
MY BOY FRIEND LOVE FEELING	yes
My best friend sent me a video exploring her back yard.	yes
I found time to get in some exercise in the afternoon.	no
I was happy when I went out with this guy who I really like and we really connected.	yes
Today I see my old best friend and we talk some old memories.	yes
I received a promotion and major raise at work.	no
I was happy when i cooked and ate a delicious breakfast this morning	no
I got my test grades back today and I got a B on my test.	no
my boy friend give me a surprise party	yes
I had dinner with a former co-worker.	yes
I went for a 4 mile run.	no
Going for a walk with my wife	yes
I was praised by my boss for an idea I had at work.	yes
i delivered a big order to a woman at her home today and she was so appreciative that i got it there so fast!	yes
I completed a half marathon last weekend, and I felt so happy when it was over.	no
I went to the zoo and saw my favorite animals!	no
My 3 year old son is finally loving preschool.	yes
Travelling Dubai with my family	yes
I was surprised by a friend whom had previously left the country and I wasn't sure I'd see again	yes
WE BOUGHT A NEW BIKE FOR MY HOME	yes
I received a friend request from a long-lost friend on facebook!	yes
One of my co-workers applied for to many extra work hours and couldn't do it, I offered to take them since I badly needed the money; I'm now a few extra bucks towards my finical goal.	yes
Despite only getting a little over four hour sleep, I still had a great workout today after I finished up my job.	no
I started to update the titles to online listings I made.	yes
I discovered that one of my favorite comics has a new stand-up special that just came out on Netflix.	no
The side of my dog's face that was paralyzed started working a little bit again so now she can close her eye some and squint / blink.	no
Getting a pay raise!	no
This afternoon decided to go to the local boat harbor and noticed a tour schedule that I checked for possible future tours to take with my family.	yes
I couldn't believe the day I got to take a picture with one of my favorite artists, I was beyond happy.	yes
Our daughter got a scholarship.	yes
Spending time with my dogs outside in our backyard made me happy.	no
I got into my dream university on a full ride 3 months after being placed on the waitlist.	no
My son recovered from a terrible car accident that he almost died from.	yes
The Mother's Day present I ordered arrived on time before next Sunday despite a shipping delay that threatened to make it late.	no
My oldest child, who's transgender, finally got her name change made official.	yes
I was selected to run a huge project at work.	no
When I received the package I was waiting for.	no
Taking a sick day off of work allowed me to finish a lot of things on my to-do list that I would not have done had I been at work.	no
I found that I was able to take on a more enjoyable job and still cover my expenses.	no
I realized Unbreakable Kimmy Schmidt has a new series on and I watched that.	no
This morning I saw a cute dog.	yes
I went shopping at American Eagle Outfitters and bought three new pairs of shorts that looked really nice on me.	no
I completed my book after 8 years of work and fulfilled my work obligations.	no
when i got a gift	yes
I made a new meal for dinner last night and it turned out really good.	no
A COUPLE MONTHS AGO I WAS ABLE TO GO TO THE BAHAMAS TO ATTEND A WEDDING OF A COUPLE OF FRIEND OF MINE.	yes
Attending my first rock concert at Rockville in Jacksonville with my husband.	yes
Getting called for a job interview	yes
An event that made me happy was when someone I had assisted at work brought a basket of gifts to my office.	yes
I got a 20 dollar bonus on Mturk.	no
I enjoyed nice big evening meal after I got back from the walk with fresh garlic and salad.	no
MY UNCLE LIVED IN MUMBAI...WHEN I RECEIVE A CALL FORM HIM I FELT VERY HAPPY	yes
